Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Sergey Khandozhko,Honda,28,6,1,185.42,77.11,187.96,Orthodox,1992-05-19,3.41,41.0,2.37,60.0,0.76,28.0,61.0,0.0,sergey khandozhko,Sergey Khandozhko,28.0,6.0,185.42,77.11,187.96,Orthodox,31.0,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0
Jonny Parsons,The Sluggernaut,9,3,0,175.26,77.11,175.26,Orthodox,1991-09-06,4.65,44.0,4.89,60.0,0.0,0.0,66.0,0.0,jonny parsons,Jonny Parsons,9.0,3.0,175.26,77.11,175.26,Orthodox,32.0,4.65,0.44,4.89,0.6,0.0,0.0,0.66,0.0
Jason Day,Dooms,19,12,0,182.88,83.91,182.88,Orthodox,1981-05-19,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,jason day,Jason Day,19.0,12.0,182.88,83.91,182.88,Orthodox,42.0,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0
Bolaji Oki,The Zulu Warrior,8,1,0,177.8,70.31,185.42,Orthodox,1995-11-15,11.57,53.0,4.34,62.0,0.0,0.0,0.0,0.0,bolaji oki,Bolaji Oki,9.0,1.0,177.8,70.31,185.42,Orthodox,28.0,5.18,0.43,2.53,0.64,0.84,1.0,0.83,0.0
Jamey Simmons,The Afro Samurai,7,4,0,167.64,61.23,177.8,Orthodox,1992-09-11,0.79,21.0,1.92,74.0,0.0,0.0,50.0,0.0,jamey simmons,Jamey Simmons,7.0,4.0,167.64,61.23,177.8,Orthodox,31.0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0
Waldo Cortes-Acosta,Salsa Boy,10,1,0,193.04,117.93,198.12,Orthodox,1991-10-03,6.97,50.0,4.06,52.0,0.0,0.0,60.0,0.0,waldo cortes-acosta,Waldo Cortes-Acosta,11.0,1.0,193.04,117.93,198.12,Orthodox,32.0,6.13,0.47,4.02,0.52,0.0,0.0,0.6,0.0
Terrion Ware,Flash,17,9,0,172.72,61.23,180.34,Orthodox,1986-03-31,4.02,32.0,6.07,50.0,0.5,22.0,44.0,0.0,terrion ware,Terrion Ware,17.0,9.0,172.72,61.23,180.34,Orthodox,37.0,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0
Laureano Staropoli,Pepi,9,5,0,185.42,83.91,180.34,Orthodox,1993-02-27,3.31,34.0,3.73,54.0,0.83,26.0,48.0,0.0,laureano staropoli,Laureano Staropoli,9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0
Kiefer Crosbie,BDK,10,4,0,180.34,77.11,177.8,Switch,1990-04-05,8.1,66.0,6.02,50.0,0.0,0.0,0.0,0.0,kiefer crosbie,Kiefer Crosbie,10.0,4.0,180.34,77.11,177.8,Switch,33.0,8.1,0.66,6.02,0.5,0.0,0.0,0.0,0.0
Thomas Almeida,Thominhas,22,5,0,170.18,65.77,177.8,Southpaw,1991-07-31,4.84,43.0,4.93,61.0,0.17,14.0,75.0,0.0,thomas almeida,Thomas Almeida,22.0,5.0,170.18,65.77,177.8,Southpaw,32.0,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0
Augusto Montano,Dodger,15,3,0,185.42,77.11,185.42,Orthodox,1984-10-25,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,augusto montano,Augusto Montano,15.0,3.0,185.42,77.11,185.42,Orthodox,39.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0
Ross Pearson,The Real Deal,20,16,0,172.72,70.31,175.26,Orthodox,1984-09-26,3.68,40.0,4.09,62.0,0.74,35.0,75.0,0.0,ross pearson,Ross Pearson,20.0,16.0,172.72,70.31,175.26,Orthodox,39.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0
Alessio Di Chirico,Manzo,13,7,0,182.88,83.91,187.96,Orthodox,1989-12-12,3.32,39.0,3.44,61.0,1.46,39.0,83.0,0.0,alessio di chirico,Alessio Di Chirico,13.0,7.0,182.88,83.91,187.96,Orthodox,34.0,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0
Leslie Smith,The Peacemaker,10,7,1,175.26,61.23,167.64,Orthodox,1982-08-17,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0,leslie smith,Leslie Smith,10.0,7.0,175.26,61.23,167.64,Orthodox,41.0,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
Joshua Weems,Wide Open,11,3,0,172.72,61.23,175.26,Orthodox,1994-05-05,5.25,64.0,3.34,61.0,4.77,40.0,100.0,0.0,joshua weems,Joshua Weems,11.0,3.0,172.72,61.23,175.26,Orthodox,29.0,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0
Erick Montano,Perry,7,5,0,182.88,77.11,185.42,Orthodox,1985-11-19,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0,erick montano,Erick Montano,7.0,5.0,182.88,77.11,185.42,Orthodox,38.0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
Vince Morales,Vandetta,11,7,0,175.26,61.23,177.8,Orthodox,1990-11-12,4.17,37.0,4.24,53.0,0.14,25.0,64.0,0.0,vince morales,Vince Morales,11.0,7.0,175.26,61.23,177.8,Orthodox,33.0,4.17,0.37,4.24,0.53,0.14,0.25,0.64,0.0
Adlan Amagov,Borz,14,2,1,187.96,77.11,193.04,Orthodox,1986-10-30,3.29,47.0,0.82,78.0,5.84,56.0,100.0,0.0,adlan amagov,Adlan Amagov,14.0,2.0,187.96,77.11,193.04,Orthodox,37.0,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0
SeungWoo Choi,Sting,11,6,0,182.88,65.77,187.96,Orthodox,1992-11-03,3.48,38.0,3.02,47.0,0.87,54.0,69.0,0.0,seungwoo choi,SeungWoo Choi,11.0,6.0,182.88,65.77,187.96,Orthodox,31.0,3.48,0.38,3.02,0.47,0.87,0.54,0.69,0.0
Juan Adams,The Kraken,5,3,0,195.58,120.2,203.2,Orthodox,1992-01-16,7.09,55.0,4.06,34.0,0.91,66.0,57.0,0.0,juan adams,Juan Adams,5.0,3.0,195.58,120.2,203.2,Orthodox,32.0,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0
William Macario,Patolino,9,3,0,180.34,77.11,190.5,Orthodox,1991-07-01,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,william macario,William Macario,9.0,3.0,180.34,77.11,190.5,Orthodox,32.0,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0
Modestas Bukauskas,The Baltic Gladiator,15,6,0,190.5,92.99,198.12,Switch,1994-02-10,3.28,41.0,3.87,50.0,0.0,0.0,71.0,0.0,modestas bukauskas,Modestas Bukauskas,15.0,6.0,190.5,92.99,198.12,Switch,30.0,3.28,0.41,3.87,0.5,0.0,0.0,0.71,0.0
Jared Gordon,Flash,20,6,0,175.26,70.31,172.72,Orthodox,1988-09-06,5.39,57.0,3.4,57.0,1.95,40.0,62.0,0.0,jared gordon,Jared Gordon,20.0,6.0,175.26,70.31,172.72,Orthodox,35.0,5.39,0.57,3.4,0.57,1.95,0.4,0.62,0.0
Cole Williams,Havoc,11,3,0,182.88,77.11,185.42,Orthodox,1983-12-15,0.31,27.0,5.34,23.0,0.0,0.0,25.0,0.0,cole williams,Cole Williams,11.0,3.0,182.88,77.11,185.42,Orthodox,40.0,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0
Silvana Gomez Juarez,La Malvada,11,5,0,160.02,52.16,165.1,Orthodox,1984-12-06,4.26,32.0,4.04,61.0,0.0,0.0,30.0,0.0,silvana gomez juarez,Silvana Gomez Juarez,11.0,5.0,160.02,52.16,165.1,Orthodox,39.0,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0
Punahele Soriano,Puna,9,4,0,180.34,83.91,182.88,Southpaw,1992-11-22,3.96,45.0,4.55,48.0,0.79,40.0,33.0,0.0,punahele soriano,Punahele Soriano,9.0,4.0,180.34,83.91,182.88,Southpaw,31.0,3.96,0.45,4.55,0.48,0.79,0.4,0.33,0.0
Eddie Sanchez,The Manic Hispanic,15,8,0,187.96,104.33,187.96,Orthodox,1982-11-04,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,eddie sanchez,Eddie Sanchez,15.0,8.0,187.96,104.33,187.96,Orthodox,41.0,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
Yanis Ghemmouri,The Desert Warrior,12,2,0,175.26,65.77,175.26,Orthodox,1995-01-24,2.27,38.0,4.22,40.0,0.0,0.0,0.0,0.0,yanis ghemmouri,Yanis Ghemmouri,12.0,2.0,175.26,61.23,175.26,Orthodox,29.0,2.27,0.38,4.22,0.4,0.0,0.0,0.0,0.0
Cody Stamann,The Spartan,21,6,1,167.64,61.23,162.56,Orthodox,1989-11-09,4.39,47.0,3.63,62.0,2.34,39.0,76.0,0.0,cody stamann,Cody Stamann,21.0,6.0,167.64,61.23,162.56,Orthodox,34.0,4.39,0.47,3.63,0.62,2.34,0.39,0.76,0.0
Phil Harris,Billy,22,12,0,162.56,56.7,165.1,Orthodox,1983-09-04,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0,phil harris,Phil Harris,22.0,12.0,162.56,56.7,165.1,Orthodox,40.0,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0
Dustin Jacoby,The Hanyak,19,7,1,190.5,92.99,193.04,Orthodox,1988-04-04,5.46,46.0,4.02,59.0,0.4,25.0,60.0,0.0,dustin jacoby,Dustin Jacoby,19.0,8.0,190.5,92.99,193.04,Orthodox,35.0,5.53,0.47,4.07,0.57,0.36,0.25,0.6,0.0
Jamahal Hill,Sweet Dreams,12,1,0,193.04,92.99,200.66,Southpaw,1991-05-19,7.31,54.0,3.35,47.0,0.0,0.0,73.0,0.0,jamahal hill,Jamahal Hill,12.0,1.0,193.04,92.99,200.66,Southpaw,32.0,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0
Mark Striegl,Mugen,18,4,0,172.72,65.77,177.8,Southpaw,1988-06-23,1.4,45.0,4.07,40.0,0.0,0.0,66.0,0.0,mark striegl,Mark Striegl,18.0,4.0,172.72,65.77,177.8,Southpaw,35.0,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
Hugo Viana,Wolverine,8,4,0,167.64,61.23,170.18,Orthodox,1982-09-26,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,hugo viana,Hugo Viana,8.0,4.0,167.64,61.23,170.18,Orthodox,41.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0
Tom Watson,Kong,17,9,0,185.42,83.91,185.42,Orthodox,1982-07-13,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,tom watson,Tom Watson,17.0,9.0,185.42,83.91,185.42,Orthodox,41.0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0
Steve Bosse,The Boss,12,2,0,180.34,92.99,182.88,Orthodox,1981-07-29,5.99,52.0,5.38,50.0,0.92,33.0,100.0,0.0,steve bosse,Steve Bosse,12.0,2.0,180.34,92.99,182.88,Orthodox,42.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
Brunno Ferreira,The Hulk,10,1,0,177.8,83.91,182.88,Orthodox,1992-11-04,5.79,53.0,5.22,47.0,0.0,0.0,50.0,0.0,brunno ferreira,Brunno Ferreira,11.0,1.0,177.8,83.91,182.88,Orthodox,31.0,5.0,0.5,4.17,0.48,1.25,0.16,0.66,0.0
Erick Gonzalez,The Ghost Pepper,14,8,0,180.34,70.31,190.5,Orthodox,1992-01-20,2.4,36.0,8.08,40.0,6.0,55.0,50.0,0.0,erick gonzalez,Erick Gonzalez,14.0,8.0,180.34,70.31,190.5,Orthodox,32.0,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0
Bharat Kandare,Daring,5,3,0,170.18,61.23,182.88,Orthodox,1987-06-20,0.7,10.0,1.88,72.0,0.0,0.0,0.0,0.0,bharat kandare,Bharat Kandare,5.0,3.0,170.18,61.23,182.88,Orthodox,36.0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0
John Makdessi,The Bull,18,9,0,172.72,70.31,172.72,Orthodox,1985-05-03,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,john makdessi,John Makdessi,18.0,9.0,172.72,70.31,172.72,Orthodox,38.0,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0
Michal Figlak,Mad Dog,8,1,0,177.8,70.31,177.8,Orthodox,1996-08-15,1.87,29.0,4.0,44.0,1.0,20.0,57.0,0.0,michal figlak,Michal Figlak,8.0,1.0,177.8,70.31,177.8,Orthodox,27.0,1.87,0.29,4.0,0.44,1.0,0.2,0.57,0.0
Chad Griggs,The Grave Digger,11,3,0,185.42,92.99,185.42,Orthodox,1978-05-15,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0,chad griggs,Chad Griggs,11.0,3.0,185.42,92.99,185.42,Orthodox,45.0,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0
Lyman Good,Cyborg,21,6,0,182.88,77.11,187.96,Orthodox,1985-05-26,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0,lyman good,Lyman Good,21.0,6.0,182.88,77.11,187.96,Orthodox,38.0,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0
Bartosz Fabinski,The Butcher,15,5,0,182.88,77.11,190.5,Orthodox,1986-04-26,2.23,68.0,1.46,51.0,7.1,70.0,80.0,0.0,bartosz fabinski,Bartosz Fabinski,15.0,5.0,182.88,77.11,190.5,Orthodox,37.0,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0
Melissa Dixon,No Mess,6,0,0,170.18,61.23,172.72,Orthodox,1991-07-23,3.47,54.0,3.2,55.0,0.0,0.0,75.0,0.0,melissa dixon,Melissa Dixon,6.0,0.0,170.18,61.23,172.72,Orthodox,32.0,3.47,0.54,3.2,0.55,0.0,0.0,0.75,0.0
Zarah Fairn,Infinite,6,6,0,172.72,61.23,182.88,Orthodox,1983-12-10,4.55,31.0,7.4,45.0,0.0,0.0,60.0,0.0,zarah fairn,Zarah Fairn,6.0,6.0,172.72,61.23,182.88,Orthodox,40.0,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0
Guram Kutateladze,Georgian Viking,12,4,0,180.34,70.31,182.88,Orthodox,1992-01-08,4.62,45.0,4.53,56.0,0.69,18.0,75.0,0.0,guram kutateladze,Guram Kutateladze,12.0,4.0,180.34,70.31,182.88,Orthodox,32.0,4.62,0.45,4.53,0.56,0.69,0.18,0.75,0.0
Khaos Williams,The OxFighter,14,3,0,182.88,77.11,195.58,Orthodox,1994-03-30,5.77,39.0,5.33,42.0,0.0,0.0,80.0,0.0,khaos williams,Khaos Williams,14.0,3.0,182.88,77.11,195.58,Orthodox,29.0,5.77,0.39,5.33,0.42,0.0,0.0,0.8,0.0
Loik Radzhabov,The Tajik Tank,17,5,1,180.34,70.31,175.26,Orthodox,1990-09-17,2.61,42.0,5.31,46.0,7.3,52.0,50.0,0.0,loik radzhabov,Loik Radzhabov,18.0,5.0,180.34,70.31,175.26,Orthodox,33.0,2.93,0.42,4.73,0.45,6.73,0.57,0.55,0.0
Ruslan Magomedov,Leopard,14,1,0,190.5,109.77,198.12,Orthodox,1986-11-26,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,ruslan magomedov,Ruslan Magomedov,14.0,1.0,190.5,109.77,198.12,Orthodox,37.0,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0
Maria Oliveira,Spider-Girl,13,7,0,167.64,52.16,175.26,Orthodox,1996-12-12,5.03,38.0,5.76,44.0,0.95,44.0,47.0,0.0,maria oliveira,Maria Oliveira,13.0,7.0,167.64,52.16,175.26,Orthodox,27.0,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0
Victoria Leonardo,Fury,9,6,0,165.1,56.7,162.56,Orthodox,1990-02-16,3.27,39.0,4.7,46.0,1.6,27.0,71.0,0.0,victoria leonardo,Victoria Leonardo,9.0,6.0,165.1,56.7,162.56,Orthodox,34.0,3.27,0.39,4.7,0.46,1.6,0.27,0.71,0.0
KJ Noons,King,13,9,0,177.8,70.31,177.8,Orthodox,1982-12-07,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0,kj noons,KJ Noons,13.0,9.0,177.8,70.31,177.8,Orthodox,41.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0
Denys Bondar,Psycho,16,5,0,167.64,56.7,175.26,Orthodox,1992-06-27,4.89,45.0,6.42,56.0,2.75,50.0,62.0,0.0,denys bondar,Denys Bondar,14.0,5.0,167.64,56.7,175.26,Orthodox,31.0,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0.0
Jesse Strader,Sui Generis,5,3,0,170.18,61.23,177.8,Orthodox,1991-05-29,5.03,51.0,5.28,47.0,3.87,57.0,100.0,0.0,jesse strader,Jesse Strader,5.0,3.0,170.18,61.23,177.8,Orthodox,32.0,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
Tom Nolan,Big Train,6,0,0,190.5,70.31,185.42,Southpaw,2000-03-08,9.4,54.0,1.45,50.0,0.0,0.0,0.0,0.0,tom nolan,Tom Nolan,6.0,1.0,190.5,70.31,185.42,Southpaw,24.0,10.27,0.56,9.45,0.47,0.0,0.0,0.0,0.0
Montserrat Rendon,Monster,6,0,0,172.72,61.23,172.72,Orthodox,1989-03-16,4.6,37.0,4.0,44.0,3.0,60.0,100.0,0.0,montserrat rendon,Montserrat Rendon,6.0,1.0,172.72,61.23,172.72,Orthodox,35.0,3.13,0.28,3.9,0.54,3.0,0.54,1.0,0.0
Luis Pajuelo,Corazon de Leon,8,1,0,177.8,65.77,175.26,Orthodox,1994-12-18,9.15,61.0,5.11,62.0,0.0,0.0,66.0,0.0,luis pajuelo,Luis Pajuelo,8.0,2.0,177.8,65.77,175.26,Orthodox,29.0,6.03,0.57,8.2,0.52,0.0,0.0,0.66,0.0
Carlton Minus,Clutch,10,3,0,177.8,77.11,190.5,Orthodox,1993-04-26,3.5,40.0,4.97,50.0,0.0,0.0,58.0,0.0,carlton minus,Carlton Minus,10.0,3.0,177.8,77.11,190.5,Orthodox,30.0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
Hakeem Dawodu,Mean,13,4,1,172.72,65.77,185.42,Orthodox,1991-07-02,5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,hakeem dawodu,Hakeem Dawodu,13.0,4.0,172.72,65.77,185.42,Orthodox,32.0,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0
Valmir Lazaro,Bidu,15,5,0,182.88,70.31,185.42,Orthodox,1985-08-15,4.87,37.0,4.09,61.0,1.33,40.0,96.0,0.0,valmir lazaro,Valmir Lazaro,15.0,5.0,182.88,70.31,185.42,Orthodox,38.0,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0
Nohelin Hernandez,Suave,9,4,0,177.8,61.23,180.34,Orthodox,1994-03-01,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0,nohelin hernandez,Nohelin Hernandez,9.0,4.0,177.8,61.23,180.34,Orthodox,30.0,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0
Batgerel Danaa,Storm,12,5,0,170.18,61.23,177.8,Orthodox,1989-07-04,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,batgerel danaa,Batgerel Danaa,12.0,5.0,170.18,61.23,177.8,Orthodox,34.0,5.38,0.36,4.21,0.47,0.52,0.5,0.62,0.0
Nate Quarry,Rock,12,4,0,182.88,83.91,182.88,Open Stance,1972-03-18,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,nate quarry,Nate Quarry,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0
Manolo Zecchini,Angelo Veneziano,11,4,0,172.72,65.77,172.72,Orthodox,1996-10-22,2.34,21.0,6.75,46.0,0.0,0.0,0.0,0.0,manolo zecchini,Manolo Zecchini,11.0,4.0,172.72,65.77,172.72,Orthodox,27.0,2.34,0.21,6.75,0.46,0.0,0.0,0.0,0.0
Brad Riddell,Quake,10,4,0,170.18,70.31,180.34,Orthodox,1991-09-30,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,brad riddell,Brad Riddell,10.0,4.0,170.18,70.31,180.34,Orthodox,32.0,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0
Carlos Huachin,Perro Malo,10,5,1,162.56,61.23,170.18,Southpaw,1996-06-04,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0,carlos huachin,Carlos Huachin,10.0,5.0,162.56,61.23,170.18,Southpaw,27.0,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0
Carlos Felipe,Boi,11,2,0,182.88,111.13,190.5,Orthodox,1995-01-12,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0,carlos felipe,Carlos Felipe,11.0,2.0,182.88,111.13,190.5,Orthodox,29.0,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0
Jarjis Danho,Man Mountain,7,1,1,190.5,120.2,187.96,Orthodox,1983-10-15,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,jarjis danho,Jarjis Danho,7.0,1.0,190.5,120.2,187.96,Orthodox,40.0,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0
Dominic Waters,Sho Nuff,9,5,0,185.42,77.11,200.66,Orthodox,1989-04-11,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,dominic waters,Dominic Waters,9.0,5.0,185.42,77.11,200.66,Orthodox,34.0,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0
Danny Barlow,LeftHand2God,7,0,0,187.96,77.11,200.66,Southpaw,1995-08-02,12.15,57.0,5.32,61.0,0.0,0.0,0.0,0.0,danny barlow,Danny Barlow,8.0,0.0,187.96,77.11,200.66,Southpaw,28.0,8.8,0.52,3.65,0.57,0.0,0.0,1.0,0.0
Bibulatov Magomed,Chaborz,14,2,0,165.1,56.7,165.1,Orthodox,1988-08-22,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0,bibulatov magomed,Bibulatov Magomed,14.0,2.0,165.1,56.7,165.1,Orthodox,35.0,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
Juliana Lima,Ju Thai,9,5,0,165.1,52.16,165.1,Orthodox,1982-03-15,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,juliana lima,Juliana Lima,9.0,5.0,165.1,52.16,165.1,Orthodox,42.0,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0
Azat Maksum,Qazaq,17,0,0,170.18,56.7,177.8,Southpaw,1995-02-02,3.07,24.0,5.4,61.0,2.0,18.0,0.0,0.0,azat maksum,Azat Maksum,17.0,1.0,170.18,56.7,177.8,Southpaw,29.0,2.8,0.23,5.23,0.55,2.0,0.22,0.66,0.5
Cole Escovedo,Apache Kid,17,9,0,170.18,61.23,182.88,Orthodox,1981-08-30,1.77,43.0,4.32,49.0,0.43,33.0,13.0,0.0,cole escovedo,Cole Escovedo,17.0,9.0,170.18,61.23,182.88,Orthodox,42.0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0
Andy Enz,Tank Mode,10,4,0,190.5,83.91,198.12,Orthodox,1991-08-15,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,andy enz,Andy Enz,10.0,4.0,190.5,83.91,198.12,Orthodox,32.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0
Michel Quinones,El Capo,8,3,0,177.8,70.31,185.42,Orthodox,1984-12-22,2.91,29.0,5.98,48.0,0.0,0.0,36.0,0.0,michel quinones,Michel Quinones,8.0,3.0,177.8,70.31,185.42,Orthodox,39.0,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
Kai Kara-France,Don't Blink,24,11,0,162.56,56.7,175.26,Orthodox,1993-03-26,4.57,39.0,3.24,65.0,0.63,33.0,88.0,0.0,kai kara-france,Kai Kara-France,24.0,11.0,162.56,56.7,175.26,Orthodox,31.0,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0.0
Charalampos Grigoriou,Ferocious,8,3,0,170.18,61.23,170.18,Orthodox,1992-03-31,13.0,65.0,4.0,63.0,0.0,0.0,0.0,0.0,charalampos grigoriou,Charalampos Grigoriou,8.0,4.0,170.18,61.23,170.18,Orthodox,31.0,2.13,0.4,5.56,0.46,3.75,0.8,1.0,0.0
Lukasz Sajewski,Wookie,13,3,0,172.72,70.31,180.34,Orthodox,1990-11-27,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,lukasz sajewski,Lukasz Sajewski,13.0,3.0,172.72,70.31,180.34,Orthodox,33.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0
Ramon Taveras,The Savage,9,2,0,172.72,61.23,177.8,Southpaw,1994-01-09,7.2,58.0,6.17,66.0,0.0,0.0,0.0,0.0,ramon taveras,Ramon Taveras,10.0,2.0,172.72,61.23,177.8,Southpaw,30.0,4.63,0.45,5.41,0.65,0.0,0.0,1.0,0.0
Carlo Pedersoli Jr.,Semento,11,3,0,180.34,77.11,190.5,Southpaw,1993-06-08,4.17,37.0,4.12,61.0,2.91,44.0,0.0,0.0,carlo pedersoli jr.,Carlo Pedersoli Jr.,11.0,3.0,180.34,77.11,190.5,Southpaw,30.0,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0
Nursulton Ruziboev,Black,35,8,2,195.58,83.91,193.04,Orthodox,1993-11-19,4.68,66.0,2.34,40.0,11.69,100.0,0.0,0.0,nursulton ruziboev,Nursulton Ruziboev,33.0,8.0,195.58,83.91,193.04,Orthodox,30.0,4.68,0.66,2.34,0.4,11.69,1.0,0.0,0.0
Ketlen Souza,Esquentadinha,13,4,0,160.02,56.7,160.02,Orthodox,1994-08-18,0.0,0.0,1.71,70.0,0.0,0.0,0.0,0.0,ketlen souza,Ketlen Souza,13.0,4.0,160.02,52.16,160.02,Orthodox,29.0,0.0,0.0,1.71,0.7,0.0,0.0,0.0,0.0
Justin McCully,The Insane One,11,5,2,185.42,102.06,185.42,Orthodox,1976-02-18,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,justin mccully,Justin McCully,11.0,5.0,185.42,102.06,185.42,Orthodox,48.0,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Rhys McKee,Skeletor,10,5,1,187.96,77.11,198.12,Orthodox,1995-09-10,6.06,48.0,9.47,44.0,0.0,0.0,33.0,0.0,rhys mckee,Rhys McKee,13.0,5.0,187.96,77.11,198.12,Orthodox,28.0,6.06,0.48,9.47,0.44,0.0,0.0,0.33,0.0
Alex Reyes,The Executioner,13,4,0,180.34,70.31,185.42,Orthodox,1986-10-02,4.04,39.0,10.91,40.0,0.0,0.0,0.0,0.0,alex reyes,Alex Reyes,13.0,4.0,180.34,70.31,185.42,Orthodox,37.0,4.04,0.39,10.91,0.4,0.0,0.0,0.0,0.0
