name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Nick Pace,8.0,3.0,170.18,61.23,172.72,Orthodox,36.0,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
Shamar Bailey,16.0,11.0,175.26,70.31,190.5,Southpaw,41.0,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
Clay Harvison,13.0,6.0,185.42,77.11,187.96,Orthodox,43.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
Cole Escovedo,17.0,9.0,170.18,61.23,182.88,Orthodox,42.0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0
Paul Bradley,23.0,8.0,175.26,77.11,,Orthodox,40.0,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
Matt Lucas,15.0,3.0,185.42,92.99,,,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
Edward Faaloloto,2.0,5.0,185.42,70.31,177.8,Orthodox,39.0,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0
Rob Broughton,16.0,7.0,187.96,120.2,187.96,Orthodox,41.0,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
Tyson Griffin,16.0,8.0,167.64,65.77,172.72,Orthodox,39.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
Eliot Marshall,10.0,4.0,187.96,92.99,195.58,Orthodox,43.0,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
Danny Downes,8.0,3.0,182.88,70.31,182.88,Orthodox,37.0,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5
Kenny Florian,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
Matt Hughes,45.0,9.0,175.26,77.11,185.42,Switch,50.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
Ricardo Romero,11.0,3.0,182.88,92.99,193.04,Orthodox,45.0,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
Donny Walker,15.0,10.0,175.26,61.23,,,44.0,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7
Mike Lullo,8.0,3.0,172.72,65.77,,Orthodox,44.0,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6
Ian Loveland,18.0,10.0,172.72,65.77,,Orthodox,40.0,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3
Chris Lytle,31.0,18.0,180.34,77.11,172.72,Orthodox,49.0,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
TJ O'Brien,20.0,8.0,187.96,70.31,,Orthodox,37.0,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0
Jason Reinhardt,20.0,3.0,167.64,61.23,,Orthodox,54.0,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0
Andre Winner,21.0,11.0,180.34,70.31,185.42,Orthodox,42.0,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0
Joe Stevenson,33.0,16.0,170.18,65.77,177.8,Orthodox,41.0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Javier Vazquez,16.0,5.0,170.18,65.77,175.26,Southpaw,46.0,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5
Curt Warburton,13.0,6.0,182.88,70.31,185.42,Orthodox,,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9
Edward Faaloloto,2.0,5.0,177.8,70.31,177.8,Orthodox,39.0,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0
Shane Carwin,12.0,2.0,187.96,120.2,203.2,Orthodox,49.0,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0
Jesse Bongfeldt,16.0,5.0,182.88,83.91,,Orthodox,43.0,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
Tim Credeur,12.0,4.0,190.5,83.91,190.5,Orthodox,46.0,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3
Chuck O'Neil,17.0,9.0,187.96,77.11,,,38.0,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0
Ryan McGillivray,12.0,0.0,180.34,77.11,,,37.0,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0
Kendall Grove,23.0,17.0,198.12,83.91,200.66,Orthodox,41.0,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7
Randy Couture,19.0,11.0,185.42,92.99,190.5,Orthodox,60.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
Charlie Valencia,12.0,7.0,160.02,61.23,162.56,Orthodox,49.0,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5
Ryan Jensen,21.0,8.0,185.42,83.91,193.04,Orthodox,46.0,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9
Kyle Watson,13.0,8.0,182.88,70.31,,Southpaw,44.0,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0
Jon Madsen,8.0,2.0,182.88,108.86,182.88,Orthodox,44.0,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0
Kris McCray,8.0,5.0,182.88,77.11,193.04,Orthodox,42.0,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0
Sean McCorkle,17.0,7.0,200.66,120.2,205.74,Orthodox,47.0,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
Mario Miranda,14.0,7.0,190.5,83.91,187.96,Orthodox,44.0,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0
Waylon Lowe,16.0,7.0,170.18,65.77,,Southpaw,43.0,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3
Ricardo Almeida,13.0,5.0,182.88,77.11,187.96,Orthodox,47.0,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2
Kurt Pellegrino,16.0,7.0,172.72,70.31,177.8,Orthodox,44.0,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8
Rob Kimmons,25.0,9.0,177.8,83.91,185.42,Orthodox,43.0,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4
Todd Brown,16.0,4.0,180.34,92.99,,Orthodox,47.0,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
Tom Blackledge,10.0,7.0,182.88,92.99,,Orthodox,,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
Chris Tuchscherer,21.0,4.0,187.96,117.03,193.04,Orthodox,48.0,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6
Maciej Jewtuszko,12.0,3.0,182.88,70.31,,Southpaw,43.0,2.29,0.45,1.39,0.66,0.0,0.0,0.42,0.9
Antonio Banuelos,20.0,11.0,165.1,61.23,160.02,Orthodox,44.0,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
Paul Kelly,14.0,5.0,175.26,70.31,177.8,Orthodox,39.0,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5
Paul Taylor,11.0,6.0,182.88,70.31,182.88,Orthodox,44.0,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
Gabe Ruediger,18.0,8.0,177.8,70.31,,Orthodox,46.0,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0
Tim Hague,21.0,13.0,193.04,117.93,193.04,Orthodox,40.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
Mike Guymon,15.0,6.0,182.88,77.11,187.96,Orthodox,49.0,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Willamy Freire,26.0,6.0,172.72,70.31,,Orthodox,36.0,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0
Amilcar Alves,15.0,12.0,182.88,77.11,,Southpaw,35.0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0
Marcus Davis,22.0,11.0,177.8,77.11,177.8,Southpaw,50.0,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4
Phil Baroni,15.0,18.0,175.26,77.11,182.88,Orthodox,47.0,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
Greg Soto,9.0,4.0,180.34,77.11,185.42,Orthodox,37.0,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
Antonio McKee,29.0,6.0,172.72,70.31,,Southpaw,54.0,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0
Joe Doerksen,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3
Dustin Hazelett,12.0,7.0,185.42,77.11,193.04,Orthodox,37.0,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
Pat Audinwood,11.0,2.0,182.88,70.31,,Orthodox,37.0,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0
Aaron Wilkinson,11.0,7.0,177.8,70.31,,Orthodox,37.0,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0
Tyler Toner,15.0,7.0,172.72,65.77,177.8,Orthodox,40.0,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4
Sako Chivitchian,8.0,1.0,180.34,70.31,,Orthodox,40.0,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0
Fredson Paixao,10.0,5.0,167.64,65.77,167.64,Orthodox,44.0,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
Gerald Harris,23.0,5.0,180.34,83.91,195.58,Southpaw,44.0,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0
Maiquel Falcao,37.0,10.0,180.34,83.91,,Orthodox,43.0,1.67,0.55,0.53,0.86,1.0,1.0,0.71,3.0
Brian Foster,27.0,10.0,175.26,77.11,180.34,Orthodox,39.0,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8
Karo Parisyan,24.0,11.0,177.8,77.11,182.88,Orthodox,41.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0
Goran Reljic,15.0,8.0,190.5,92.99,205.74,Southpaw,40.0,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1
Nick Osipczak,6.0,3.0,187.96,77.11,193.04,Orthodox,39.0,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0
Alexandre Ferreira,18.0,6.0,170.18,92.99,,Orthodox,44.0,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0
Mark Scanlon,9.0,2.0,175.26,77.11,,Orthodox,,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0
Seth Petruzelli,14.0,8.0,182.88,92.99,193.04,Orthodox,44.0,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3
Gilbert Yvel,39.0,16.0,187.96,102.06,195.58,Orthodox,47.0,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0
James Wilks,7.0,4.0,185.42,77.11,190.5,Orthodox,45.0,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8
Vinicius Queiroz,8.0,4.0,200.66,99.79,,Orthodox,40.0,3.67,0.51,4.1,0.41,5.07,0.7,1.0,0.7
Mark Holst,12.0,6.0,182.88,70.31,,Orthodox,38.0,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3
James McSweeney,15.0,15.0,193.04,104.33,195.58,Switch,43.0,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
Matt Serra,11.0,7.0,167.64,77.11,172.72,Orthodox,49.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9
Sean Sherk,36.0,4.0,167.64,70.31,170.18,Orthodox,50.0,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4
Steve Lopez,13.0,6.0,180.34,70.31,,Orthodox,39.0,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
Julio Paulino,23.0,5.0,182.88,77.11,,Orthodox,48.0,0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5
John Gunderson,35.0,16.0,175.26,70.31,175.26,Orthodox,45.0,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
Tomasz Drwal,21.0,5.0,185.42,92.99,193.04,Orthodox,42.0,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4
Forrest Petz,26.0,10.0,175.26,77.11,180.34,Orthodox,48.0,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0
James Toney,0.0,1.0,175.26,99.79,,Orthodox,55.0,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0
John Salter,14.0,3.0,185.42,83.91,187.96,Southpaw,39.0,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
Rodney Wallace,26.0,15.0,175.26,92.99,182.88,Switch,42.0,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0
James Irvin,17.0,10.0,187.96,92.99,190.5,Orthodox,45.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5
Steve Steinbeiss,9.0,4.0,190.5,83.91,190.5,Orthodox,42.0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
Keith Jardine,17.0,11.0,187.96,83.91,193.04,Orthodox,48.0,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7
Jamie Yager,8.0,4.0,185.42,83.91,,Orthodox,40.0,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0
Josh Bryant,15.0,4.0,177.8,83.91,,Orthodox,43.0,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
James Hammortree,6.0,3.0,190.5,83.91,,Orthodox,40.0,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0
Chuck Liddell,21.0,8.0,187.96,92.99,193.04,Orthodox,54.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0
David Loiseau,23.0,11.0,182.88,83.91,193.04,Orthodox,44.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
Jesse Lennox,14.0,4.0,175.26,77.11,182.88,Orthodox,42.0,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3
Dan Lauzon,17.0,6.0,177.8,70.31,,Orthodox,35.0,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
Joe Brammer,7.0,3.0,172.72,70.31,,Orthodox,40.0,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0
Jesse Forbes,15.0,5.0,187.96,83.91,190.5,Southpaw,39.0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2
Paul Daley,39.0,15.0,175.26,77.11,193.04,Orthodox,41.0,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0
Kevin Ferguson,5.0,2.0,187.96,106.59,195.58,Orthodox,50.0,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2
Jonathan Goulet,23.0,12.0,182.88,77.11,185.42,Orthodox,44.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6
Yoshiyuki Yoshida,18.0,9.0,180.34,77.11,177.8,Southpaw,49.0,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8
Renzo Gracie,13.0,7.0,177.8,83.91,,Orthodox,57.0,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8
Brad Blackburn,18.0,13.0,177.8,77.11,185.42,Orthodox,46.0,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Matt Veach,17.0,5.0,180.34,70.31,,Orthodox,42.0,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5
Mostapha Al-Turk,6.0,6.0,187.96,111.13,195.58,Orthodox,50.0,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0
Nate Quarry,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0
Ronys Torres,35.0,5.0,170.18,70.31,,Orthodox,48.0,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5
Rob Emerson,18.0,12.0,175.26,70.31,177.8,Orthodox,42.0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4
Caol Uno,33.0,19.0,170.18,70.31,177.8,Southpaw,48.0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Lucio Linhares,19.0,8.0,187.96,83.91,,Orthodox,50.0,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9
Rory Markham,17.0,6.0,182.88,77.11,180.34,Orthodox,42.0,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
Paul Buentello,35.0,17.0,187.96,111.13,195.58,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Shannon Gugerty,15.0,7.0,177.8,70.31,180.34,Orthodox,42.0,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
Chase Gormley,14.0,6.0,190.5,120.2,,Orthodox,,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0
Mark Coleman,16.0,10.0,185.42,92.99,190.5,Orthodox,59.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
Frank Trigg,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Justin Buchholz,15.0,10.0,182.88,70.31,185.42,Orthodox,40.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
Rolles Gracie,8.0,4.0,193.04,109.77,,Orthodox,45.0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0
Jay Silva,10.0,11.0,187.96,83.91,,Southpaw,,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0
Kyle Bradley,19.0,12.0,175.26,70.31,180.34,Orthodox,41.0,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
Wilson Gouveia,14.0,8.0,185.42,83.91,193.04,Orthodox,45.0,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2
Shane Nelson,16.0,7.0,175.26,70.31,177.8,Southpaw,39.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
Kevin Burns,12.0,7.0,177.8,77.11,187.96,Orthodox,44.0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Houston Alexander,17.0,15.0,182.88,92.99,182.88,Orthodox,52.0,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0
Marcus Jones,4.0,2.0,198.12,120.2,,Orthodox,50.0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9
Darrill Schoonover,14.0,8.0,187.96,99.79,,Orthodox,38.0,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1
Justin Wren,13.0,2.0,187.96,120.2,,Orthodox,36.0,3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0
Jake Rosholt,12.0,5.0,185.42,83.91,,Orthodox,42.0,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8
Brock Larson,42.0,10.0,180.34,77.11,180.34,Southpaw,46.0,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0
Jason Dent,22.0,13.0,177.8,70.31,180.34,Orthodox,43.0,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4
Denis Kang,35.0,16.0,180.34,83.91,195.58,Orthodox,46.0,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2
Rolando Delgado,11.0,6.0,190.5,70.31,195.58,Orthodox,42.0,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5
Antoni Hardonk,8.0,6.0,193.04,111.13,198.12,Orthodox,48.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9
Razak Al-Hassan,13.0,5.0,187.96,92.99,,Orthodox,41.0,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0
Hermes Franca,24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
Drew McFedries,12.0,7.0,182.88,83.91,182.88,Southpaw,45.0,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Roger Huerta,23.0,9.0,175.26,70.31,177.8,Orthodox,40.0,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
Chris Wilson,18.0,10.0,185.42,77.11,190.5,Orthodox,46.0,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6
Justin McCully,11.0,5.0,185.42,102.06,185.42,Orthodox,48.0,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Marcus Aurelio,22.0,10.0,177.8,70.31,187.96,Orthodox,50.0,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3
Dan Cramer,11.0,4.0,187.96,77.11,,Orthodox,38.0,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5
Danillo Villefort,15.0,5.0,185.42,83.91,,Orthodox,40.0,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7
Jake O'Brien,15.0,4.0,190.5,92.99,193.04,Orthodox,39.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
Mike Ciesnolevicz,19.0,4.0,182.88,106.59,,Orthodox,44.0,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1
Frank Lester,11.0,6.0,180.34,77.11,,Orthodox,39.0,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0
Cameron Dollar,11.0,5.0,180.34,70.31,,Orthodox,36.0,5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0
Dale Hartt,6.0,3.0,177.8,70.31,175.26,Orthodox,44.0,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
Denis Stojnic,13.0,3.0,182.88,111.13,,Orthodox,44.0,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0
Xavier Foupa-Pokam,32.0,22.0,185.42,83.91,,Open Stance,41.0,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0
Andre Gusmao,6.0,3.0,182.88,92.99,,Orthodox,46.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0
Brandon Wolff,7.0,5.0,175.26,77.11,,Orthodox,48.0,0.47,0.33,10.91,0.19,0.0,0.0,0.0,0.0
David Kaplan,3.0,4.0,170.18,70.31,,Orthodox,44.0,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7
David Bielkheden,24.0,12.0,177.8,70.31,180.34,Orthodox,44.0,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
Ryo Chonan,22.0,13.0,175.26,77.11,177.8,Orthodox,47.0,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3
Carmelo Marrero,16.0,6.0,182.88,92.99,185.42,Orthodox,43.0,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
Junie Browning,5.0,6.0,175.26,70.31,,Orthodox,39.0,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5
Matt Horwich,30.0,25.0,185.42,83.91,,Orthodox,45.0,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7
Jesse Sanders,23.0,7.0,182.88,77.11,,Orthodox,,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0
Nissen Osterneck,12.0,4.0,187.96,83.91,,Orthodox,42.0,3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3
Joe Vedepo,18.0,9.0,182.88,83.91,,Orthodox,,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0
Tim McKenzie,14.0,9.0,182.88,83.91,187.96,Orthodox,41.0,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1
Pete Sell,10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
Ryan Madigan,5.0,3.0,182.88,77.11,,Orthodox,,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0
Jason Day,19.0,12.0,182.88,83.91,182.88,Orthodox,42.0,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0
Michael Patt,12.0,4.0,182.88,92.99,,Orthodox,,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0
Brian Cobb,20.0,9.0,180.34,70.31,,Orthodox,,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0
Per Eklund,14.0,5.0,177.8,70.31,182.88,Orthodox,,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6
Neil Grove,12.0,8.0,198.12,120.2,,Orthodox,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3
Troy Mandaloniz,3.0,2.0,175.26,77.11,,Orthodox,44.0,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0
Luigi Fioravanti,26.0,15.0,172.72,77.11,177.8,Orthodox,43.0,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
Rich Clementi,45.0,23.0,175.26,70.31,182.88,Southpaw,47.0,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1
Derek Downey,11.0,4.0,185.42,83.91,,Orthodox,43.0,0.32,1.0,3.36,0.12,2.4,0.16,0.0,0.0
Steve Bruno,15.0,6.0,177.8,77.11,,Orthodox,42.0,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
Akihiro Gono,35.0,21.0,170.18,77.11,172.72,Switch,49.0,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5
Christian Wellisch,8.0,5.0,187.96,106.14,195.58,Orthodox,48.0,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2
Matt Arroyo,3.0,3.0,177.8,77.11,182.88,Orthodox,41.0,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3
Jeremy Horn,91.0,22.0,185.42,83.91,187.96,Orthodox,48.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
Tom Egan,7.0,5.0,180.34,77.11,,Orthodox,,0.0,0.0,3.91,0.5,0.0,0.0,0.28,0.0
Alexandre Barros,22.0,11.0,175.26,77.11,,Southpaw,47.0,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0
Antonio Mendes,18.0,13.0,190.5,92.99,195.58,Southpaw,42.0,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
Ivan Serati,12.0,4.0,182.88,92.99,,Orthodox,,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0
Nate Mohr,9.0,7.0,175.26,70.31,182.88,Orthodox,41.0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0
Dean Lister,13.0,7.0,185.42,83.91,190.5,Orthodox,48.0,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1
Mike Wessel,15.0,8.0,182.88,117.93,,Orthodox,46.0,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0
Reese Andy,7.0,3.0,182.88,92.99,,Orthodox,50.0,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0
Dan Evensen,11.0,4.0,190.5,113.4,,Orthodox,49.0,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0
Shane Primm,5.0,5.0,190.5,92.99,,Orthodox,39.0,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0
Jules Bruchez,1.0,2.0,182.88,92.99,,Southpaw,46.0,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0
John Polakowski,2.0,2.0,177.8,70.31,,Orthodox,42.0,2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7
Nate Loughran,11.0,2.0,187.96,83.91,,Orthodox,43.0,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1
Brodie Farber,16.0,7.0,185.42,77.11,,Orthodox,43.0,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9
Johnny Rees,13.0,5.0,182.88,77.11,,Orthodox,41.0,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0
Corey Hill,6.0,9.0,193.04,70.31,203.2,Orthodox,45.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0
Eddie Sanchez,15.0,8.0,187.96,104.33,187.96,Orthodox,41.0,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
Josh Hendricks,19.0,11.0,187.96,106.59,,Southpaw,47.0,0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0
Jorge Gurgel,14.0,10.0,170.18,70.31,175.26,Orthodox,47.0,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
Alvin Robinson,15.0,9.0,175.26,70.31,172.72,Southpaw,41.0,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2
